okres;orp;pohlavi;vek_kat;komplikovany;jip;kyslik;upv;ecmo;delka_hosp;stav;pocet_pac
CZ0534;5313;M;65+;;;1;0;0;8-14 dní;Zemřel;1
CZ0645;6410;M;65+;1;;1;0;0;3-7 dní;Zemřel;3
CZ0801;8003;M;65+;1;;1;0;0;15+ dní;Propuštěn;3
CZ0326;3211;Z;65+;;;0;0;0;15+ dní;Propuštěn;5
CZ0203;2009;Z;65+;1;1;1;0;0;3-7 dní;Zemřel;2
CZ0532;5311;Z;0-19;;;1;0;0;3-7 dní;Propuštěn;1
CZ0426;4201;M;65+;1;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0712;7107;M;20-64;;;0;0;0;1 den;Propuštěn;7
CZ0724;7209;M;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0722;7207;M;65+;1;1;0;1;0;8-14 dní;Hospitalizován;1
CZ0631;6304;Z;65+;;;1;0;0;8-14 dní;Propuštěn;6
CZ0524;5213;M;20-64;;;1;0;0;8-14 dní;Propuštěn;4
CZ0524;5208;Z;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0511;5106;Z;65+;1;;1;0;0;8-14 dní;Zemřel;4
CZ0645;6418;M;65+;1;1;1;1;0;8-14 dní;Propuštěn;5
CZ0642;6403;M;65+;1;1;1;1;0;15+ dní;Zemřel;26
CZ0205;2012;M;20-64;;;1;0;0;1 den;Zemřel;1
CZ0314;3108;Z;20-64;;;1;0;0;2 dny;Propuštěn;2
CZ0412;4103;M;20-64;;;0;0;0;8-14 dní;Zemřel;1
CZ0522;5207;M;65+;1;;1;0;0;2 dny;Zemřel;2
CZ0631;6302;Z;65+;;;0;0;0;15+ dní;Propuštěn;52
CZ0525;5215;Z;65+;;;0;0;0;3-7 dní;Hospitalizován;4
CZ0427;4214;Z;65+;1;1;0;0;0;1 den;Propuštěn;1
CZ0721;7201;Z;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0100;0;M;20-64;1;;1;0;0;15+ dní;Propuštěn;9
CZ0323;9999;M;20-64;;;1;0;0;8-14 dní;Propuštěn;4
CZ0411;4102;M;65+;1;1;1;0;0;8-14 dní;Zemřel;3
CZ0521;5205;Z;65+;1;1;0;0;0;1 den;Propuštěn;1
CZ0209;2022;Z;20-64;1;1;1;0;0;8-14 dní;Propuštěn;2
CZ0534;5305;Z;65+;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0723;7212;M;65+;;;0;0;0;2 dny;Zemřel;1
CZ0714;7109;M;65+;1;;0;0;0;3-7 dní;Zemřel;1
CZ0316;3101;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0208;2018;M;20-64;1;1;0;1;0;8-14 dní;Hospitalizován;1
CZ0205;2004;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0643;6416;M;65+;1;1;1;0;0;15+ dní;Zemřel;2
CZ0532;5303;M;65+;1;;1;0;0;1 den;Propuštěn;1
CZ0100;0;Z;65+;1;1;1;0;0;3-7 dní;Zemřel;26
CZ0722;7207;Z;65+;;1;1;0;0;15+ dní;Propuštěn;2
CZ0804;8001;M;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0713;7108;Z;0-19;;;0;0;0;2 dny;Propuštěn;2
CZ0643;6409;Z;65+;1;;0;0;0;3-7 dní;Zemřel;1
CZ0324;3207;M;20-64;;1;0;0;0;8-14 dní;Propuštěn;1
CZ0323;9999;Z;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0201;2001;M;20-64;;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0511;5101;Z;65+;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0426;4213;M;65+;;1;1;0;0;3-7 dní;Zemřel;3
CZ0633;6310;M;20-64;1;1;0;1;0;3-7 dní;Hospitalizován;1
CZ0534;5313;M;65+;;;0;0;0;8-14 dní;Propuštěn;3
CZ0524;5202;M;65+;1;;1;0;0;3-7 dní;Zemřel;4
CZ0803;8002;M;65+;;;0;0;0;2 dny;Propuštěn;1
CZ0313;3114;M;65+;;;1;0;0;3-7 dní;Propuštěn;7
CZ0206;2011;M;65+;1;;1;0;0;3-7 dní;Hospitalizován;1
CZ0532;5309;M;20-64;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0205;2012;Z;65+;;1;1;0;0;3-7 dní;Propuštěn;2
CZ0513;5105;Z;20-64;;;0;0;0;2 dny;Zemřel;1
CZ0643;6421;M;20-64;1;1;0;0;0;8-14 dní;Hospitalizován;1
CZ0801;8020;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;1
CZ0643;6416;M;65+;1;1;0;1;0;15+ dní;Zemřel;1
CZ0724;7213;Z;20-64;;;0;0;0;8-14 dní;Propuštěn;13
CZ0724;7209;M;20-64;1;1;1;1;0;15+ dní;Propuštěn;1
CZ0207;2015;M;65+;1;1;1;0;0;3-7 dní;Zemřel;3
CZ0413;4107;Z;65+;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0713;7108;Z;65+;;;0;0;0;8-14 dní;Propuštěn;47
CZ0206;2014;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0714;7109;Z;65+;1;;1;0;0;2 dny;Zemřel;1
CZ0531;5304;M;20-64;1;1;1;1;0;8-14 dní;Propuštěn;3
CZ0206;2011;Z;65+;;;0;0;0;3-7 dní;Propuštěn;2
CZ0204;2006;M;20-64;;;1;0;0;2 dny;Propuštěn;1
CZ0713;7108;Z;20-64;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0325;3208;Z;65+;;;0;0;0;8-14 dní;Propuštěn;13
CZ0513;5102;Z;65+;1;1;0;1;0;3-7 dní;Hospitalizován;1
CZ0802;8007;M;65+;1;;0;0;0;3-7 dní;Zemřel;1
CZ0312;3103;Z;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0805;8009;Z;20-64;1;1;1;1;0;15+ dní;Propuštěn;1
CZ0413;4104;M;65+;;;1;0;0;1 den;Zemřel;1
CZ0714;7101;M;65+;1;1;0;1;0;15+ dní;Zemřel;1
CZ0805;8017;Z;20-64;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0724;7213;Z;0-19;;;0;0;0;3-7 dní;Propuštěn;1
CZ0327;3213;Z;65+;1;1;0;1;0;3-7 dní;Hospitalizován;1
CZ0411;4101;Z;20-64;;;0;0;0;2 dny;Propuštěn;1
CZ0805;8017;Z;65+;;;0;0;0;15+ dní;Propuštěn;13
CZ0642;6403;M;20-64;1;1;1;0;0;15+ dní;Hospitalizován;1
CZ0722;7207;M;65+;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0209;2003;M;65+;1;1;1;0;0;15+ dní;Propuštěn;4
CZ020B;2020;Z;20-64;;;0;0;0;2 dny;Propuštěn;1
CZ0325;3208;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;3
CZ020C;2021;Z;65+;1;;1;0;0;3-7 dní;Zemřel;4
CZ0534;5313;M;65+;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0412;4103;M;65+;;1;1;0;0;3-7 dní;Propuštěn;2
CZ0321;3204;Z;65+;1;1;1;0;0;15+ dní;Hospitalizován;1
CZ0523;5209;M;65+;1;1;1;1;0;15+ dní;Hospitalizován;3
CZ0641;6402;Z;65+;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0635;6308;M;65+;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0802;8021;Z;65+;1;1;0;1;0;8-14 dní;Zemřel;2
CZ0325;3206;Z;65+;;;1;0;0;8-14 dní;Zemřel;1
CZ0806;8019;Z;20-64;1;1;1;1;1;3-7 dní;Hospitalizován;1
CZ0521;5205;M;65+;;1;1;0;0;2 dny;Zemřel;1
CZ0534;5314;M;65+;;;1;0;0;15+ dní;Propuštěn;1
CZ0647;6412;M;65+;1;;0;0;0;1 den;Propuštěn;1
CZ0803;8008;Z;65+;;1;1;0;0;8-14 dní;Propuštěn;2
CZ0205;2004;Z;65+;;;1;0;0;15+ dní;Hospitalizován;2
CZ0714;7109;Z;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0423;4205;M;65+;;;0;0;0;1 den;Propuštěn;4
CZ0315;3109;Z;20-64;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0803;9999;M;20-64;;;0;0;0;2 dny;Propuštěn;1
CZ0422;4203;M;65+;1;1;1;1;0;3-7 dní;Zemřel;3
CZ0321;3212;M;65+;1;;1;0;0;3-7 dní;Zemřel;1
CZ0532;5311;M;65+;;;1;0;0;15+ dní;Propuštěn;10
CZ0202;2008;M;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0204;2006;Z;65+;;1;1;0;0;2 dny;Zemřel;1
CZ0715;7106;M;65+;;;0;0;0;3-7 dní;Propuštěn;3
CZ0206;2011;Z;65+;;;0;0;0;3-7 dní;Zemřel;1
CZ0722;7208;M;65+;;;0;0;0;15+ dní;Propuštěn;7
CZ0721;7203;Z;0-19;;1;0;0;0;2 dny;Propuštěn;1
CZ0321;3202;Z;0-19;;;1;0;0;3-7 dní;Propuštěn;1
CZ0313;3105;M;65+;;;1;0;0;3-7 dní;Propuštěn;10
CZ0424;4207;Z;65+;;;1;0;0;3-7 dní;Zemřel;6
CZ0411;4102;M;65+;1;;0;0;0;8-14 dní;Hospitalizován;1
CZ0643;9999;M;65+;;;1;0;0;3-7 dní;Zemřel;1
CZ0641;6401;M;65+;;;1;0;0;8-14 dní;Propuštěn;26
CZ0521;5205;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;29
CZ0643;6409;M;65+;;;0;0;0;15+ dní;Propuštěn;2
CZ0523;5209;M;65+;1;1;1;1;0;15+ dní;Zemřel;5
CZ0635;6301;M;20-64;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0524;5208;M;65+;1;1;0;1;0;8-14 dní;Hospitalizován;2
CZ0203;2024;M;65+;;;1;0;0;2 dny;Propuštěn;2
CZ0805;8013;M;65+;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0532;5303;M;65+;;;1;0;0;15+ dní;Propuštěn;7
CZ0413;4107;Z;20-64;;;1;0;0;2 dny;Propuštěn;3
CZ0327;3215;Z;65+;1;;1;0;0;3-7 dní;Zemřel;1
CZ0722;7208;Z;65+;;;1;0;0;15+ dní;Hospitalizován;2
CZ0512;5108;M;65+;;;1;0;0;15+ dní;Propuštěn;7
CZ0421;4202;M;0-19;;;0;0;0;8-14 dní;Propuštěn;1
CZ0313;3105;M;20-64;1;;1;0;0;3-7 dní;Propuštěn;2
CZ0644;6404;Z;65+;;;1;0;0;8-14 dní;Zemřel;5
CZ0647;9999;M;65+;;;1;0;0;3-7 dní;Propuštěn;1
CZ0643;6416;M;65+;1;1;1;1;0;2 dny;Zemřel;1
CZ0635;6315;Z;65+;1;1;1;0;0;3-7 dní;Zemřel;1
CZ0634;6313;M;65+;;;1;0;0;3-7 dní;Propuštěn;7
CZ020B;2023;Z;65+;;;1;0;0;8-14 dní;Propuštěn;7
CZ0413;4107;Z;65+;1;1;0;1;0;15+ dní;Zemřel;1
CZ0715;7111;M;65+;1;1;0;0;0;2 dny;Zemřel;1
CZ0322;3203;M;65+;;;1;0;0;2 dny;Hospitalizován;1
CZ0646;6415;M;65+;;;0;0;0;3-7 dní;Propuštěn;3
CZ0633;6310;M;65+;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0633;6303;M;20-64;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0806;9999;Z;65+;;;1;0;0;15+ dní;Propuštěn;2
CZ0424;4216;M;65+;;;1;0;0;3-7 dní;Zemřel;4
CZ0635;6314;M;20-64;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0641;6402;Z;65+;1;1;0;1;0;8-14 dní;Hospitalizován;1
CZ0645;6410;M;65+;;;0;0;0;15+ dní;Propuštěn;4
CZ0532;9999;Z;65+;;;1;0;0;3-7 dní;Zemřel;3
CZ0631;6304;Z;65+;;;0;0;0;2 dny;Propuštěn;2
CZ0204;2010;M;20-64;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0803;8008;Z;20-64;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0325;3208;Z;65+;;;1;0;0;3-7 dní;Zemřel;2
CZ0645;6418;M;65+;;;0;0;0;8-14 dní;Propuštěn;13
CZ0207;2015;Z;65+;;;0;0;0;2 dny;Propuštěn;9
CZ0712;7107;Z;65+;;;0;0;0;3-7 dní;Hospitalizován;5
CZ0643;6413;M;65+;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0711;7102;Z;65+;1;;1;0;0;3-7 dní;Zemřel;2
CZ0713;7103;Z;65+;;;1;0;0;8-14 dní;Propuštěn;7
CZ0715;7111;Z;65+;;;0;0;0;3-7 dní;Zemřel;2
CZ0208;2013;Z;65+;;;1;0;0;8-14 dní;Propuštěn;5
CZ0525;5215;M;65+;;;0;0;0;2 dny;Zemřel;1
CZ0313;3105;M;65+;1;;0;0;0;8-14 dní;Zemřel;1
CZ0803;8018;Z;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0311;3102;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;6
CZ0206;2011;M;20-64;;;0;0;0;15+ dní;Propuštěn;1
CZ0323;9999;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0326;3211;M;20-64;1;;0;0;0;3-7 dní;Propuštěn;1
CZ0524;5213;Z;20-64;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0412;4103;Z;20-64;1;1;1;1;1;15+ dní;Hospitalizován;1
CZ020B;2007;M;65+;1;1;1;1;0;15+ dní;Hospitalizován;2
CZ0513;5102;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0322;3214;Z;20-64;;;0;0;0;2 dny;Propuštěn;1
CZ0715;7111;M;20-64;1;1;1;0;1;8-14 dní;Propuštěn;1
CZ0521;5205;M;65+;;;0;0;0;15+ dní;Propuštěn;13
CZ0647;6420;M;65+;1;1;1;0;0;15+ dní;Propuštěn;4
CZ0209;2003;M;20-64;;;1;0;0;1 den;Propuštěn;1
CZ0313;3105;M;65+;;;1;0;0;1 den;Propuštěn;5
CZ0724;7209;Z;65+;;;1;0;0;8-14 dní;Zemřel;5
CZ0208;2018;M;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0324;3207;M;20-64;;;0;0;0;3-7 dní;Propuštěn;4
CZ0203;2009;M;65+;;;0;0;0;15+ dní;Propuštěn;3
CZ0203;2024;Z;65+;;;1;0;0;1 den;Hospitalizován;1
CZ0532;5309;Z;20-64;;;0;0;0;3-7 dní;Hospitalizován;3
CZ0643;6421;Z;20-64;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0715;7111;M;20-64;;;0;0;0;8-14 dní;Propuštěn;11
CZ0425;4206;M;65+;;;0;0;0;15+ dní;Propuštěn;1
CZ0533;5307;M;65+;;;1;0;0;2 dny;Zemřel;2
CZ0100;0;M;20-64;;1;0;0;0;2 dny;Propuštěn;2
CZ0635;6315;M;65+;1;;1;0;0;8-14 dní;Propuštěn;6
CZ0715;7111;M;65+;;;1;0;0;3-7 dní;Zemřel;15
CZ0643;6416;Z;65+;;;1;0;0;15+ dní;Hospitalizován;1
CZ0321;3202;M;65+;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0804;8015;M;65+;1;1;1;1;0;8-14 dní;Hospitalizován;1
CZ0534;5306;Z;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0322;3205;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0641;6401;M;65+;;1;1;0;0;3-7 dní;Propuštěn;4
CZ0427;9999;M;20-64;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0633;6310;M;20-64;;;0;0;0;15+ dní;Propuštěn;2
CZ020C;2021;Z;65+;;1;1;0;0;8-14 dní;Propuštěn;4
CZ0311;3102;M;65+;;;1;0;0;8-14 dní;Hospitalizován;4
CZ0411;4105;Z;20-64;;;1;0;0;8-14 dní;Zemřel;1
CZ0803;8011;Z;65+;;;1;0;0;3-7 dní;Propuštěn;19
CZ020C;2021;M;65+;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0721;7201;M;65+;1;1;0;1;0;3-7 dní;Zemřel;1
CZ0312;3106;M;20-64;;;1;0;0;3-7 dní;Propuštěn;8
CZ0805;8017;Z;65+;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0803;8011;M;20-64;;1;1;0;0;3-7 dní;Propuštěn;3
CZ0724;7205;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;6
CZ0426;4213;M;65+;;1;1;0;0;15+ dní;Propuštěn;1
CZ0715;7113;M;65+;;;0;0;0;15+ dní;Propuštěn;2
CZ0645;6418;Z;20-64;1;1;1;1;0;15+ dní;Zemřel;1
CZ0100;0;Z;65+;1;1;0;0;0;8-14 dní;Zemřel;2
CZ0806;8019;Z;65+;1;;0;0;0;8-14 dní;Propuštěn;1
CZ0423;9999;M;20-64;1;1;1;1;0;15+ dní;Zemřel;1
CZ0421;4202;M;65+;;;1;0;0;1 den;Propuštěn;4
CZ0423;4205;Z;20-64;;;1;0;0;3-7 dní;Zemřel;1
CZ0647;6420;Z;65+;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0635;6308;M;65+;;;1;0;0;3-7 dní;Propuštěn;6
CZ0205;2012;M;65+;;;0;0;0;1 den;Zemřel;1
CZ0802;8006;Z;20-64;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0721;7201;Z;20-64;;;0;0;0;2 dny;Propuštěn;1
CZ0643;6414;M;65+;;;1;0;0;15+ dní;Hospitalizován;1
CZ0803;8004;M;65+;1;;1;0;0;3-7 dní;Zemřel;2
CZ0207;2015;Z;65+;;;1;0;0;15+ dní;Zemřel;2
CZ0711;7102;Z;20-64;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0633;6310;Z;65+;;;0;0;0;3-7 dní;Hospitalizován;3
CZ0323;3209;Z;20-64;;;1;0;0;2 dny;Propuštěn;1
CZ0635;6314;M;20-64;1;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0422;4204;Z;65+;1;1;1;1;0;15+ dní;Propuštěn;3
CZ0534;5315;Z;65+;1;;0;0;0;2 dny;Zemřel;1
CZ0803;8004;M;65+;;;0;0;0;3-7 dní;Zemřel;5
CZ0532;5309;Z;65+;;;1;0;0;2 dny;Propuštěn;1
CZ0201;2001;M;65+;;;1;0;0;8-14 dní;Hospitalizován;5
CZ0806;8019;Z;65+;;;0;0;0;3-7 dní;Propuštěn;84
CZ0804;8005;Z;65+;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0712;7107;Z;20-64;1;1;0;1;0;15+ dní;Hospitalizován;1
CZ0201;2025;M;65+;;;1;0;0;8-14 dní;Zemřel;7
CZ0311;3102;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;2
CZ0426;4213;M;65+;1;;1;0;0;15+ dní;Zemřel;1
CZ0522;5210;Z;65+;;;0;0;0;3-7 dní;Propuštěn;6
CZ0324;3201;Z;65+;;;1;0;0;3-7 dní;Propuštěn;2
CZ0642;6403;M;20-64;;;0;0;0;15+ dní;Propuštěn;14
CZ0316;3111;Z;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0523;5211;M;65+;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0801;8003;Z;65+;;;1;0;0;3-7 dní;Zemřel;5
CZ0721;7202;Z;65+;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0209;2003;Z;0-19;;;1;0;0;2 dny;Propuštěn;1
CZ0201;2025;Z;20-64;;;0;0;0;1 den;Propuštěn;1
CZ0635;6315;M;65+;;;1;0;0;2 dny;Hospitalizován;1
CZ0645;6406;M;20-64;1;1;1;1;1;15+ dní;Propuštěn;1
CZ0803;8002;M;65+;1;;0;0;0;8-14 dní;Zemřel;1
CZ0643;6417;Z;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0721;7201;Z;65+;;1;1;0;0;15+ dní;Propuštěn;2
CZ0317;3110;M;65+;1;;1;0;0;3-7 dní;Zemřel;2
CZ0804;8016;M;65+;;;0;0;0;3-7 dní;Propuštěn;9
CZ0424;4210;M;20-64;;;0;0;0;2 dny;Propuštěn;2
CZ0712;7107;M;65+;;;0;0;0;2 dny;Propuštěn;4
CZ0311;3113;M;20-64;;;1;0;0;8-14 dní;Propuštěn;2
CZ0802;8007;M;65+;;;0;0;0;8-14 dní;Propuštěn;9
CZ0201;9999;M;20-64;1;1;1;1;0;15+ dní;Zemřel;1
CZ0207;2015;M;65+;1;1;1;0;0;1 den;Zemřel;1
CZ0712;7107;M;65+;1;1;1;1;0;8-14 dní;Zemřel;7
CZ0805;8017;Z;20-64;1;1;0;1;0;2 dny;Zemřel;1
CZ0317;3112;M;65+;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0426;4213;M;65+;1;1;1;1;0;15+ dní;Zemřel;3
CZ0327;3215;M;20-64;1;1;0;1;1;15+ dní;Zemřel;1
CZ0714;7109;Z;65+;;;1;0;0;3-7 dní;Zemřel;11
CZ0643;6421;M;65+;1;;1;0;0;15+ dní;Hospitalizován;1
CZ0425;4209;M;65+;;;1;0;0;3-7 dní;Propuštěn;24
CZ0804;8001;M;65+;1;1;1;1;0;15+ dní;Propuštěn;1
CZ0804;8001;M;65+;1;;0;0;0;3-7 dní;Hospitalizován;1
CZ0321;3204;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0207;2015;M;20-64;;;0;0;0;3-7 dní;Propuštěn;11
CZ0421;4215;M;65+;;;1;0;0;8-14 dní;Zemřel;1
CZ0100;0;M;65+;;;0;0;0;8-14 dní;Hospitalizován;24
CZ0805;8017;M;20-64;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0325;3208;M;65+;;;1;0;0;8-14 dní;Propuštěn;20
CZ0645;6410;M;65+;;;0;0;0;1 den;Propuštěn;5
CZ0411;4105;Z;65+;1;;0;0;0;2 dny;Zemřel;1
CZ020B;9999;M;65+;1;1;1;0;0;3-7 dní;Zemřel;1
CZ0806;8019;M;65+;1;1;0;1;0;8-14 dní;Zemřel;5
CZ0424;4207;Z;65+;;;1;0;0;8-14 dní;Propuštěn;29
CZ0724;7204;M;20-64;1;1;1;1;0;8-14 dní;Propuštěn;3
CZ0513;5102;Z;65+;1;1;1;0;0;15+ dní;Propuštěn;2
CZ0423;4208;M;20-64;1;1;1;1;0;15+ dní;Propuštěn;2
CZ0203;2009;M;65+;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0324;3212;M;65+;;;1;0;0;2 dny;Propuštěn;1
CZ0206;2014;M;20-64;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0712;7110;Z;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0317;3112;Z;20-64;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0723;7212;Z;20-64;;;0;0;0;8-14 dní;Propuštěn;6
CZ0201;2025;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;4
CZ0721;7203;M;65+;1;;1;0;0;15+ dní;Zemřel;3
CZ0714;7101;Z;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0411;4105;Z;65+;1;1;0;0;0;3-7 dní;Zemřel;1
CZ0312;3103;M;65+;;1;1;0;0;8-14 dní;Propuštěn;3
CZ0322;3205;Z;65+;1;1;0;1;0;8-14 dní;Zemřel;1
CZ020B;2020;M;65+;1;1;1;1;0;15+ dní;Propuštěn;2
CZ0711;7102;M;65+;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0321;3204;M;65+;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0209;2003;M;20-64;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0534;5315;M;65+;1;1;0;1;0;3-7 dní;Zemřel;2
CZ020C;2021;M;0-19;;;0;0;0;3-7 dní;Propuštěn;1
CZ0512;5110;Z;20-64;;;0;0;0;15+ dní;Propuštěn;1
CZ0806;8019;M;65+;1;;1;0;0;3-7 dní;Zemřel;35
CZ0426;4213;Z;20-64;1;1;1;1;0;15+ dní;Zemřel;1
CZ0646;6405;Z;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0315;3109;Z;65+;;;0;0;0;2 dny;Propuštěn;3
CZ0801;8014;M;65+;1;1;1;0;0;8-14 dní;Zemřel;2
CZ0646;6419;M;20-64;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0722;7208;M;65+;;;0;0;0;2 dny;Propuštěn;2
CZ0723;7210;Z;65+;;;0;0;0;8-14 dní;Zemřel;1
CZ0312;3103;M;65+;;;0;0;0;8-14 dní;Propuštěn;6
CZ0413;4107;M;65+;;;0;0;0;8-14 dní;Propuštěn;11
CZ0323;9999;M;65+;;;1;0;0;15+ dní;Propuštěn;2
CZ0208;2018;Z;65+;1;1;1;0;0;15+ dní;Hospitalizován;1
CZ0647;6420;M;65+;;;1;0;0;1 den;Propuštěn;3
CZ0531;5304;Z;65+;;;0;0;0;2 dny;Zemřel;1
CZ0803;8004;M;65+;;1;1;0;0;15+ dní;Propuštěn;1
CZ0421;4212;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0711;7102;Z;65+;;;1;0;0;2 dny;Zemřel;2
CZ0805;8017;Z;65+;;;0;0;0;8-14 dní;Propuštěn;45
CZ0525;5203;M;65+;;;0;0;0;3-7 dní;Propuštěn;5
CZ0802;8010;Z;20-64;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0634;6313;Z;65+;;;0;0;0;2 dny;Zemřel;5
CZ0803;8018;M;65+;;;0;0;0;1 den;Propuštěn;3
CZ0523;5209;M;65+;1;1;1;0;0;3-7 dní;Hospitalizován;1
CZ0313;3105;Z;20-64;1;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0525;5215;M;20-64;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0514;5104;M;65+;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0512;5103;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;10
CZ0421;4202;Z;65+;1;1;0;1;0;15+ dní;Hospitalizován;2
CZ0204;2010;M;65+;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0524;5202;M;20-64;;;0;0;0;8-14 dní;Propuštěn;2
CZ0321;3204;Z;65+;;;1;0;0;15+ dní;Propuštěn;4
CZ0206;2011;M;65+;;1;0;0;0;8-14 dní;Propuštěn;1
CZ0323;9999;Z;20-64;;;1;0;0;15+ dní;Propuštěn;1
CZ0525;5214;M;20-64;;;1;0;0;8-14 dní;Zemřel;1
CZ0421;4212;Z;65+;;;1;0;0;8-14 dní;Propuštěn;10
CZ0645;6410;Z;65+;1;1;1;1;0;8-14 dní;Zemřel;2
CZ0312;3106;M;65+;;;1;0;0;8-14 dní;Zemřel;2
CZ0313;9999;Z;65+;;;0;0;0;3-7 dní;Propuštěn;1
CZ0315;3109;M;65+;;;1;0;0;1 den;Propuštěn;1
CZ0723;7210;M;65+;;;1;0;0;1 den;Propuštěn;1
CZ0525;5214;M;20-64;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0523;5209;Z;20-64;;1;1;0;0;3-7 dní;Propuštěn;6
CZ0713;7108;Z;65+;1;;1;0;0;2 dny;Zemřel;2
CZ0514;5109;M;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0643;6416;M;65+;;;1;0;0;8-14 dní;Propuštěn;27
CZ0804;8015;Z;65+;;;0;0;0;15+ dní;Propuštěn;11
CZ0209;2003;Z;0-19;;;0;0;0;2 dny;Propuštěn;4
CZ0524;5213;M;65+;1;1;1;0;0;15+ dní;Propuštěn;2
CZ0411;4102;Z;65+;1;1;0;1;0;8-14 dní;Zemřel;1
CZ0206;2011;M;20-64;;;1;0;0;1 den;Propuštěn;1
